full_text,tokens,processed_text
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan sistem assessment yang terintegrasi,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'sistem', 'assessment', 'integrasi']",didik basis hasil dorong guru kembang sistem assessment integrasi
program studi teknik lingkungan itb mengadopsi obe dengan pendekatan sustainable development goals,"['program', 'studi', 'teknik', 'lingkung', 'itb', 'adopsi', 'obe', 'dekat', 'sustainable', 'development', 'goals']",program studi teknik lingkung itb adopsi obe dekat sustainable development goals
asosiasi perguruan tinggi teknik indonesia asosiasi pendidikan tinggi ilmu komputer sepakat standarisasi kurikulum berbasis hasil,"['asosiasi', 'guru', 'teknik', 'indonesia', 'asosiasi', 'didik', 'ilmu', 'komputer', 'sepakat', 'standar', 'kurikulum', 'basis', 'hasil']",asosiasi guru teknik indonesia asosiasi didik ilmu komputer sepakat standar kurikulum basis hasil
learning management system yang terintegrasi sangat mendukung implementasi kurikulum berbasis hasil,"['learning', 'management', 'system', 'integrasi', 'dukung', 'implementasi', 'kurikulum', 'basis', 'hasil']",learning management system integrasi dukung implementasi kurikulum basis hasil
program studi kebidanan stikes muhammadiyah gombong mengimplementasikan obe dengan woman centered care approach,"['program', 'studi', 'bidan', 'stikes', 'muhammadiyah', 'gombong', 'implementasi', 'obe', 'woman', 'centered', 'care', 'approach']",program studi bidan stikes muhammadiyah gombong implementasi obe woman centered care approach
pendidikan berbasis hasil mendorong pengembangan keterampilan metacognitive pada mahasiswa selama proses pembelajaran,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'terampil', 'metacognitive', 'mahasiswa', 'proses', 'ajar']",didik basis hasil dorong kembang terampil metacognitive mahasiswa proses ajar
program studi ilmu tanah ipb mengintegrasikan precision agriculture dalam kurikulum berbasis hasil,"['program', 'studi', 'ilmu', 'tanah', 'ipb', 'integrasi', 'precision', 'agriculture', 'kurikulum', 'basis', 'hasil']",program studi ilmu tanah ipb integrasi precision agriculture kurikulum basis hasil
collaborative online international learning mendukung internasionalisasi kurikulum berbasis hasil,"['collaborative', 'online', 'international', 'learning', 'dukung', 'internasionalisasi', 'kurikulum', 'basis', 'hasil']",collaborative online international learning dukung internasionalisasi kurikulum basis hasil
fakultas kedokteran universitas hasanuddin mengimplementasikan kurikulum berbasis hasil dengan problem based learning,"['fakultas', 'dokter', 'universitas', 'hasanuddin', 'implementasi', 'kurikulum', 'basis', 'hasil', 'problem', 'based', 'learning']",fakultas dokter universitas hasanuddin implementasi kurikulum basis hasil problem based learning
universitas telkom mengembangkan digital platform untuk monitoring dan evaluasi implementasi kurikulum berbasis hasil,"['universitas', 'telkom', 'kembang', 'digital', 'platform', 'monitoring', 'evaluasi', 'implementasi', 'kurikulum', 'basis', 'hasil']",universitas telkom kembang digital platform monitoring evaluasi implementasi kurikulum basis hasil
pendidikan berbasis hasil menekankan pentingnya inclusive education yang mengakomodasi kebutuhan semua mahasiswa,"['didik', 'basis', 'hasil', 'tekan', 'inclusive', 'education', 'akomodasi', 'butuh', 'mahasiswa']",didik basis hasil tekan inclusive education akomodasi butuh mahasiswa
dekan fakultas teknik informasi its menyatakan implementasi obe meningkatkan kompetensi lulusan di bidang data science,"['dekan', 'fakultas', 'teknik', 'informasi', 'its', 'implementasi', 'obe', 'tingkat', 'kompetensi', 'lulus', 'bidang', 'data', 'science']",dekan fakultas teknik informasi its implementasi obe tingkat kompetensi lulus bidang data science
implementasi kurikulum berbasis hasil mendorong perguruan tinggi memperkuat jaringan alumni sebagai stakeholder,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'guru', 'kuat', 'jaring', 'alumni', 'stakeholder']",implementasi kurikulum basis hasil dorong guru kuat jaring alumni stakeholder
program studi biologi unpad mengimplementasikan kurikulum berbasis hasil dengan inquiry based learning approach,"['program', 'studi', 'biologi', 'unpad', 'implementasi', 'kurikulum', 'basis', 'hasil', 'inquiry', 'based', 'learning', 'approach']",program studi biologi unpad implementasi kurikulum basis hasil inquiry based learning approach
kopertis wilayah iii dki jakarta menyelenggarakan workshop kurikulum berbasis hasil untuk perguruan tinggi swasta,"['kopertis', 'wilayah', 'iii', 'dki', 'jakarta', 'selenggara', 'workshop', 'kurikulum', 'basis', 'hasil', 'guru', 'swasta']",kopertis wilayah iii dki jakarta selenggara workshop kurikulum basis hasil guru swasta
pendidikan berbasis hasil mendorong pengembangan pembelajaran interdisipliner untuk mengatasi kompleksitas masalah,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'ajar', 'interdisipliner', 'atas', 'kompleksitas']",didik basis hasil dorong kembang ajar interdisipliner atas kompleksitas
fakultas kedokteran universitas diponegoro mengimplementasikan kurikulum berbasis hasil dengan community based education,"['fakultas', 'dokter', 'universitas', 'diponegoro', 'implementasi', 'kurikulum', 'basis', 'hasil', 'community', 'based', 'education']",fakultas dokter universitas diponegoro implementasi kurikulum basis hasil community based education
implementasi obe membutuhkan sistem informasi akademik yang mampu melacak ketercapaian learning outcome,"['implementasi', 'obe', 'butuh', 'sistem', 'informasi', 'akademik', 'lacak', 'capai', 'learning', 'outcome']",implementasi obe butuh sistem informasi akademik lacak capai learning outcome
program studi perencanaan wilayah dan kota itb mengadopsi obe dengan studio based learning approach,"['program', 'studi', 'rencana', 'wilayah', 'kota', 'itb', 'adopsi', 'obe', 'studio', 'based', 'learning', 'approach']",program studi rencana wilayah kota itb adopsi obe studio based learning approach
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan keterampilan digital literasi mahasiswa,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'terampil', 'digital', 'literasi', 'mahasiswa']",didik basis hasil dorong guru kembang terampil digital literasi mahasiswa
universitas hasanuddin menjadi center of excellence implementasi kurikulum berbasis hasil di kawasan indonesia timur,"['universitas', 'hasanuddin', 'center', 'of', 'excellence', 'implementasi', 'kurikulum', 'basis', 'hasil', 'kawasan', 'indonesia', 'timur']",universitas hasanuddin center of excellence implementasi kurikulum basis hasil kawasan indonesia timur
implementasi obe di pendidikan tinggi keagamaan islam menyeimbangkan kompetensi ilmu agama dan sains modern,"['implementasi', 'obe', 'didik', 'agama', 'islam', 'imbang', 'kompetensi', 'ilmu', 'agama', 'sains', 'modern']",implementasi obe didik agama islam imbang kompetensi ilmu agama sains modern
program studi ilmu komunikasi universitas diponegoro mengimplementasikan obe dengan media production project,"['program', 'studi', 'ilmu', 'komunikasi', 'universitas', 'diponegoro', 'implementasi', 'obe', 'media', 'production', 'project']",program studi ilmu komunikasi universitas diponegoro implementasi obe media production project
perguruan tinggi swasta mendapat pendampingan khusus dalam implementasi kurikulum berbasis hasil dari kopertis,"['guru', 'swasta', 'damping', 'khusus', 'implementasi', 'kurikulum', 'basis', 'hasil', 'kopertis']",guru swasta damping khusus implementasi kurikulum basis hasil kopertis
pendidikan berbasis hasil mendorong implementasi blended learning yang lebih optimal dan berorientasi kompetensi,"['didik', 'basis', 'hasil', 'dorong', 'implementasi', 'blended', 'learning', 'optimal', 'orientasi', 'kompetensi']",didik basis hasil dorong implementasi blended learning optimal orientasi kompetensi
fakultas teknologi industri pertanian unpad mengimplementasikan kurikulum berbasis hasil dengan project based learning,"['fakultas', 'teknologi', 'industri', 'tani', 'unpad', 'implementasi', 'kurikulum', 'basis', 'hasil', 'project', 'based', 'learning']",fakultas teknologi industri tani unpad implementasi kurikulum basis hasil project based learning
implementasi obe mendorong peningkatan budaya riset dan publikasi ilmiah di kalangan mahasiswa,"['implementasi', 'obe', 'dorong', 'tingkat', 'budaya', 'riset', 'publikasi', 'ilmiah', 'kalang', 'mahasiswa']",implementasi obe dorong tingkat budaya riset publikasi ilmiah kalang mahasiswa
asosiasi pendidikan kedokteran indonesia menyelaraskan standar kompetensi dokter dengan kurikulum berbasis hasil,"['asosiasi', 'didik', 'dokter', 'indonesia', 'selaras', 'standar', 'kompetensi', 'dokter', 'kurikulum', 'basis', 'hasil']",asosiasi didik dokter indonesia selaras standar kompetensi dokter kurikulum basis hasil
program studi desain komunikasi visual itb mengintegrasikan industry project dalam kurikulum berbasis hasil,"['program', 'studi', 'desain', 'komunikasi', 'visual', 'itb', 'integrasi', 'industry', 'project', 'kurikulum', 'basis', 'hasil']",program studi desain komunikasi visual itb integrasi industry project kurikulum basis hasil
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan sistem feedback yang konstruktif untuk mahasiswa,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'sistem', 'feedback', 'konstruktif', 'mahasiswa']",didik basis hasil dorong guru kembang sistem feedback konstruktif mahasiswa
program studi teknik industri unair mengimplementasikan kurikulum berbasis hasil dengan lean six sigma approach,"['program', 'studi', 'teknik', 'industri', 'unair', 'implementasi', 'kurikulum', 'basis', 'hasil', 'lean', 'six', 'sigma', 'approach']",program studi teknik industri unair implementasi kurikulum basis hasil lean six sigma approach
implementasi obe di institut teknologi del didukung oleh kemitraan dengan perusahaan teknologi nasional,"['implementasi', 'obe', 'institut', 'teknologi', 'del', 'dukung', 'mitra', 'usaha', 'teknologi', 'nasional']",implementasi obe institut teknologi del dukung mitra usaha teknologi nasional
implementasi kurikulum berbasis hasil mendorong transformasi infrastructure pendidikan yang lebih fleksibel,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'transformasi', 'infrastructure', 'didik', 'fleksibel']",implementasi kurikulum basis hasil dorong transformasi infrastructure didik fleksibel
departemen teknik metalurgi dan material ui mengimplementasikan kurikulum berbasis hasil dengan industry based project,"['departemen', 'teknik', 'metalurgi', 'material', 'ui', 'implementasi', 'kurikulum', 'basis', 'hasil', 'industry', 'based', 'project']",departemen teknik metalurgi material ui implementasi kurikulum basis hasil industry based project
pendidikan berbasis hasil mengubah peran perpustakaan dari resource center menjadi learning commons,"['didik', 'basis', 'hasil', 'ubah', 'peran', 'pustaka', 'resource', 'center', 'learning', 'commons']",didik basis hasil ubah peran pustaka resource center learning commons
ikatan apoteker indonesia terlibat dalam penyusunan learning outcome kurikulum berbasis hasil untuk prodi farmasi,"['ikat', 'apoteker', 'indonesia', 'libat', 'susun', 'learning', 'outcome', 'kurikulum', 'basis', 'hasil', 'prodi', 'farmasi']",ikat apoteker indonesia libat susun learning outcome kurikulum basis hasil prodi farmasi
program studi fisika ugm mengimplementasikan kurikulum berbasis hasil dengan pendekatan research intensive,"['program', 'studi', 'fisika', 'ugm', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dekat', 'research', 'intensive']",program studi fisika ugm implementasi kurikulum basis hasil dekat research intensive
implementasi obe mendorong perguruan tinggi mengoptimalkan pemanfaatan teknologi dalam proses pembelajaran,"['implementasi', 'obe', 'dorong', 'guru', 'optimal', 'manfaat', 'teknologi', 'proses', 'ajar']",implementasi obe dorong guru optimal manfaat teknologi proses ajar
departemen administrasi bisnis unpad mengimplementasikan kurikulum berbasis hasil dengan business simulation games,"['departemen', 'administrasi', 'bisnis', 'unpad', 'implementasi', 'kurikulum', 'basis', 'hasil', 'business', 'simulation', 'games']",departemen administrasi bisnis unpad implementasi kurikulum basis hasil business simulation games
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan program service learning sebagai strategi pembelajaran,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'program', 'service', 'learning', 'strategi', 'ajar']",didik basis hasil dorong guru kembang program service learning strategi ajar
fakultas teknik universitas negeri malang mengintegrasikan tpack technological pedagogical content knowledge dalam kurikulum obe,"['fakultas', 'teknik', 'universitas', 'negeri', 'malang', 'integrasi', 'tpack', 'technological', 'pedagogical', 'content', 'knowledge', 'kurikulum', 'obe']",fakultas teknik universitas negeri malang integrasi tpack technological pedagogical content knowledge kurikulum obe
implementasi kurikulum berbasis hasil membutuhkan transformasi infrastruktur fisik yang mendukung active learning,"['implementasi', 'kurikulum', 'basis', 'hasil', 'butuh', 'transformasi', 'infrastruktur', 'fisik', 'dukung', 'active', 'learning']",implementasi kurikulum basis hasil butuh transformasi infrastruktur fisik dukung active learning
program studi ilmu gizi universitas brawijaya mengimplementasikan obe dengan community nutrition assessment project,"['program', 'studi', 'ilmu', 'gizi', 'universitas', 'brawijaya', 'implementasi', 'obe', 'community', 'nutrition', 'assessment', 'project']",program studi ilmu gizi universitas brawijaya implementasi obe community nutrition assessment project
pendidikan berbasis hasil mendorong personalized learning path yang memungkinkan mahasiswa mengembangkan keunggulan individual,"['didik', 'basis', 'hasil', 'dorong', 'personalized', 'learning', 'path', 'mahasiswa', 'kembang', 'unggul', 'individual']",didik basis hasil dorong personalized learning path mahasiswa kembang unggul individual
fakultas ilmu sosial dan politik universitas diponegoro mengimplementasikan obe dengan policy simulation approach,"['fakultas', 'ilmu', 'sosial', 'politik', 'universitas', 'diponegoro', 'implementasi', 'obe', 'policy', 'simulation', 'approach']",fakultas ilmu sosial politik universitas diponegoro implementasi obe policy simulation approach
pengembangan kurikulum berbasis hasil harus mempertimbangkan perkembangan industri minimal 5 10 tahun ke depan,"['kembang', 'kurikulum', 'basis', 'hasil', 'timbang', 'kembang', 'industri', 'minimal', '5', '10']",kembang kurikulum basis hasil timbang kembang industri minimal 5 10
program studi teknik sipil universitas udayana mengimplementasikan obe dengan engineering design project,"['program', 'studi', 'teknik', 'sipil', 'universitas', 'udayana', 'implementasi', 'obe', 'engineering', 'design', 'project']",program studi teknik sipil universitas udayana implementasi obe engineering design project
asosiasi program studi teknik sipil indonesia menyusun guidelines implementasi kurikulum berbasis hasil,"['asosiasi', 'program', 'studi', 'teknik', 'sipil', 'indonesia', 'susun', 'guidelines', 'implementasi', 'kurikulum', 'basis', 'hasil']",asosiasi program studi teknik sipil indonesia susun guidelines implementasi kurikulum basis hasil
pendidikan berbasis hasil mendorong pengembangan academic advising system untuk mendukung keberhasilan mahasiswa,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'academic', 'advising', 'system', 'dukung', 'hasil', 'mahasiswa']",didik basis hasil dorong kembang academic advising system dukung hasil mahasiswa
universitas sumatera utara memulai transformasi menyeluruh menuju implementasi kurikulum berbasis hasil,"['universitas', 'sumatera', 'utara', 'transformasi', 'implementasi', 'kurikulum', 'basis', 'hasil']",universitas sumatera utara transformasi implementasi kurikulum basis hasil
fakultas hukum universitas gadjah mada mengimplementasikan kurikulum berbasis hasil dengan clinical legal education,"['fakultas', 'hukum', 'universitas', 'gadjah', 'mada', 'implementasi', 'kurikulum', 'basis', 'hasil', 'clinical', 'legal', 'education']",fakultas hukum universitas gadjah mada implementasi kurikulum basis hasil clinical legal education
implementasi obe di universitas islam indonesia mengintegrasikan nilai nilai islamic studies dalam capaian pembelajaran,"['implementasi', 'obe', 'universitas', 'islam', 'indonesia', 'integrasi', 'nilai', 'nilai', 'islamic', 'studies', 'capai', 'ajar']",implementasi obe universitas islam indonesia integrasi nilai nilai islamic studies capai ajar
program studi pendidikan matematika universitas negeri yogyakarta mengimplementasikan obe dengan hots approach,"['program', 'studi', 'didik', 'matematika', 'universitas', 'negeri', 'yogyakarta', 'implementasi', 'obe', 'hots', 'approach']",program studi didik matematika universitas negeri yogyakarta implementasi obe hots approach
pendidikan berbasis hasil mendorong pengembangan entrepreneurial mindset sebagai kompetensi transversal,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'entrepreneurial', 'mindset', 'kompetensi', 'transversal']",didik basis hasil dorong kembang entrepreneurial mindset kompetensi transversal
program studi teknik geologi universitas padjadjaran mengimplementasikan obe dengan field based learning approach,"['program', 'studi', 'teknik', 'geologi', 'universitas', 'padjadjaran', 'implementasi', 'obe', 'field', 'based', 'learning', 'approach']",program studi teknik geologi universitas padjadjaran implementasi obe field based learning approach
implementasi kurikulum berbasis hasil membutuhkan transformasi peran career development center perguruan tinggi,"['implementasi', 'kurikulum', 'basis', 'hasil', 'butuh', 'transformasi', 'peran', 'career', 'development', 'center', 'guru']",implementasi kurikulum basis hasil butuh transformasi peran career development center guru
akademi komunitas singkawang mengimplementasikan kurikulum berbasis hasil dengan dukungan industri kreatif lokal,"['akademi', 'komunitas', 'singkawang', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dukung', 'industri', 'kreatif', 'lokal']",akademi komunitas singkawang implementasi kurikulum basis hasil dukung industri kreatif lokal
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan keterampilan future literacy mahasiswa,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'terampil', 'future', 'literacy', 'mahasiswa']",didik basis hasil dorong guru kembang terampil future literacy mahasiswa
departemen fisika universitas indonesia mengimplementasikan kurikulum berbasis hasil dengan metode inquiry based learning,"['departemen', 'fisika', 'universitas', 'indonesia', 'implementasi', 'kurikulum', 'basis', 'hasil', 'metode', 'inquiry', 'based', 'learning']",departemen fisika universitas indonesia implementasi kurikulum basis hasil metode inquiry based learning
seamolec mendukung implementasi kurikulum berbasis hasil pada pendidikan vokasi melalui capacity building program,"['seamolec', 'dukung', 'implementasi', 'kurikulum', 'basis', 'hasil', 'didik', 'vokasi', 'capacity', 'building', 'program']",seamolec dukung implementasi kurikulum basis hasil didik vokasi capacity building program
pendidikan berbasis hasil memerlukan pengembangan comprehensive assessment system yang mengukur berbagai dimensi kompetensi,"['didik', 'basis', 'hasil', 'kembang', 'comprehensive', 'assessment', 'system', 'ukur', 'dimensi', 'kompetensi']",didik basis hasil kembang comprehensive assessment system ukur dimensi kompetensi
fakultas psikologi universitas padjadjaran mengimplementasikan obe dengan service learning psychology approach,"['fakultas', 'psikologi', 'universitas', 'padjadjaran', 'implementasi', 'obe', 'service', 'learning', 'psychology', 'approach']",fakultas psikologi universitas padjadjaran implementasi obe service learning psychology approach
program studi teknik kimia universitas indonesia mengintegrasikan green technology dalam kurikulum berbasis hasil,"['program', 'studi', 'teknik', 'kimia', 'universitas', 'indonesia', 'integrasi', 'green', 'technology', 'kurikulum', 'basis', 'hasil']",program studi teknik kimia universitas indonesia integrasi green technology kurikulum basis hasil
pendidikan berbasis hasil menekankan pada community engagement sebagai strategi pembelajaran dan pengembangan kompetensi,"['didik', 'basis', 'hasil', 'tekan', 'community', 'engagement', 'strategi', 'ajar', 'kembang', 'kompetensi']",didik basis hasil tekan community engagement strategi ajar kembang kompetensi
asosiasi pendidikan kedokteran gigi indonesia menyusun national competency standards berbasis obe,"['asosiasi', 'didik', 'dokter', 'gigi', 'indonesia', 'susun', 'national', 'competency', 'standards', 'basis', 'obe']",asosiasi didik dokter gigi indonesia susun national competency standards basis obe
implementasi kurikulum berbasis hasil mendorong perguruan tinggi mengembangkan learning space yang lebih fleksibel,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'learning', 'space', 'fleksibel']",implementasi kurikulum basis hasil dorong guru kembang learning space fleksibel
fakultas peternakan ipb mengimplementasikan obe dengan pendekatan sustainable livestock production system,"['fakultas', 'terna', 'ipb', 'implementasi', 'obe', 'dekat', 'sustainable', 'livestock', 'production', 'system']",fakultas terna ipb implementasi obe dekat sustainable livestock production system
ikatan dokter indonesia berpartisipasi aktif dalam perumusan learning outcome untuk kurikulum berbasis hasil,"['ikat', 'dokter', 'indonesia', 'partisipasi', 'aktif', 'rumus', 'learning', 'outcome', 'kurikulum', 'basis', 'hasil']",ikat dokter indonesia partisipasi aktif rumus learning outcome kurikulum basis hasil
program studi teknik perkapalan its mengimplementasikan kurikulum berbasis hasil dengan maritime industry partnership,"['program', 'studi', 'teknik', 'kapal', 'its', 'implementasi', 'kurikulum', 'basis', 'hasil', 'maritime', 'industry', 'partnership']",program studi teknik kapal its implementasi kurikulum basis hasil maritime industry partnership
pendidikan berbasis hasil mendorong pengembangan kompetensi global citizenship pada mahasiswa perguruan tinggi,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'kompetensi', 'global', 'citizenship', 'mahasiswa', 'guru']",didik basis hasil dorong kembang kompetensi global citizenship mahasiswa guru
fakultas ilmu administrasi universitas brawijaya mengimplementasikan obe dengan public service simulation approach,"['fakultas', 'ilmu', 'administrasi', 'universitas', 'brawijaya', 'implementasi', 'obe', 'public', 'service', 'simulation', 'approach']",fakultas ilmu administrasi universitas brawijaya implementasi obe public service simulation approach
implementasi kurikulum berbasis hasil memerlukan perubahan kebijakan akademik yang mendukung flexible learning path,"['implementasi', 'kurikulum', 'basis', 'hasil', 'ubah', 'bijak', 'akademik', 'dukung', 'flexible', 'learning', 'path']",implementasi kurikulum basis hasil ubah bijak akademik dukung flexible learning path
program studi agroteknologi universitas jember mengimplementasikan obe dengan community based agricultural project,"['program', 'studi', 'agroteknologi', 'universitas', 'jember', 'implementasi', 'obe', 'community', 'based', 'agricultural', 'project']",program studi agroteknologi universitas jember implementasi obe community based agricultural project
pendidikan berbasis hasil mendorong integrasi learning analytics untuk personalisasi pengalaman belajar,"['didik', 'basis', 'hasil', 'dorong', 'integrasi', 'learning', 'analytics', 'personal', 'alam', 'ajar']",didik basis hasil dorong integrasi learning analytics personal alam ajar
universitas presiden mengimplementasikan kurikulum berbasis hasil dengan pendekatan global competence development,"['universitas', 'presiden', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dekat', 'global', 'competence', 'development']",universitas presiden implementasi kurikulum basis hasil dekat global competence development
transformasi perpustakaan menjadi learning commons mendukung implementasi kurikulum berbasis hasil,"['transformasi', 'pustaka', 'learning', 'commons', 'dukung', 'implementasi', 'kurikulum', 'basis', 'hasil']",transformasi pustaka learning commons dukung implementasi kurikulum basis hasil
program studi manajemen universitas pendidikan indonesia mengimplementasikan obe dengan business incubator project,"['program', 'studi', 'manajemen', 'universitas', 'didik', 'indonesia', 'implementasi', 'obe', 'business', 'incubator', 'project']",program studi manajemen universitas didik indonesia implementasi obe business incubator project
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan rubrik assessment untuk mengukur keterampilan abad 21,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'rubrik', 'assessment', 'ukur', 'terampil', 'abad', '21']",didik basis hasil dorong guru kembang rubrik assessment ukur terampil abad 21
universitas kami baru saja mengadopsi obe guruguru masih bingung cara menerapkannya di kelas ada yang punya pengalaman,"['universitas', 'adopsi', 'obe', 'guruguru', 'bingung', 'terap', 'kelas', 'alam']",universitas adopsi obe guruguru bingung terap kelas alam
saya menghadiri workshop obe kemarin jujur masih belum ngerti bedanya dengan kurikulum lama sepertinya hanya ganti istilah saja,"['hadir', 'workshop', 'obe', 'kemarin', 'jujur', 'ngerti', 'beda', 'kurikulum', 'ganti', 'istilah']",hadir workshop obe kemarin jujur ngerti beda kurikulum ganti istilah
obe bagus murid jadi punya target jelas tapi guruguru perlu pelatihan lebih banyak masa hanya seminar sehari sudah disuruh terapkan,"['obe', 'bagus', 'murid', 'target', 'guruguru', 'latih', 'seminar', 'hari', 'suruh', 'terap']",obe bagus murid target guruguru latih seminar hari suruh terap
fakultas teknik ui mengadakan seminar tentang implementasi obe dalam pendidikan teknik buruan daftar kuota terbatas,"['fakultas', 'teknik', 'ui', 'ada', 'seminar', 'implementasi', 'obe', 'didik', 'teknik', 'buru', 'daftar', 'kuota', 'batas']",fakultas teknik ui ada seminar implementasi obe didik teknik buru daftar kuota batas
menurut saya obe ini hanya istilah keren buat naikin standar akreditasi prakteknya sama saja dengan kurikulum sebelumnya,"['obe', 'istilah', 'keren', 'naikin', 'standar', 'akreditasi', 'praktek', 'kurikulum']",obe istilah keren naikin standar akreditasi praktek kurikulum
anak saya sekarang belajar pakai kurikulum obe pr nya jadi lebih menantang tapi dia lebih semangat belajarnya,"['anak', 'ajar', 'pakai', 'kurikulum', 'obe', 'pr', 'nya', 'tantang', 'semangat', 'ajar']",anak ajar pakai kurikulum obe pr nya tantang semangat ajar
coba lihat hasil implementasi obe di malaysia dan singapura jauh lebih bagus hasilnya dibanding kita yang asal terapin,"['coba', 'lihat', 'hasil', 'implementasi', 'obe', 'malaysia', 'singapura', 'bagus', 'hasil', 'banding', 'terapin']",coba lihat hasil implementasi obe malaysia singapura bagus hasil banding terapin
kemdikbud harusnya kasih panduan yang jelas tentang obe bukan hanya suruh kampus terapin sendiri tanpa arahan jelas,"['kemdikbud', 'kasih', 'pandu', 'obe', 'suruh', 'kampus', 'terapin', 'arah']",kemdikbud kasih pandu obe suruh kampus terapin arah
tidak ngerti sama kurikulum obe ini katanya fokus sama hasil tapi ujian masih sama cara ngajarin juga masih sama,"['ngerti', 'kurikulum', 'obe', 'fokus', 'hasil', 'uji', 'ngajarin']",ngerti kurikulum obe fokus hasil uji ngajarin
itb bakal ngadain workshop implementasi obe untuk dosendosen seindonesia 2526 april 2025 info lebih lanjut di website itb,"['itb', 'ngadain', 'workshop', 'implementasi', 'obe', 'dosendosen', 'indonesia', '2526', 'april', '2025', 'info', 'website', 'itb']",itb ngadain workshop implementasi obe dosendosen indonesia 2526 april 2025 info website itb
capek tiap ganti menteri ganti kurikulum sekarang obe besok apalagi yang penting guru digaji lebih baik,"['capek', 'ganti', 'menteri', 'ganti', 'kurikulum', 'obe', 'besok', 'guru', 'gaji']",capek ganti menteri ganti kurikulum obe besok guru gaji
memahami obe itu gampang tinggal fokus ke hasil akhir yang ingin dicapai baru tentuin cara ngajarnya simple kan,"['paham', 'obe', 'gampang', 'tinggal', 'fokus', 'hasil', 'capai', 'tentuin', 'ngajarnya', 'simple']",paham obe gampang tinggal fokus hasil capai tentuin ngajarnya simple
undip baru saja luncurin platform digital buat ngebantu dosen terapin obe di kelas lumayan mempermudah kerjaan,"['undip', 'luncurin', 'platform', 'digital', 'ngebantu', 'dosen', 'terapin', 'obe', 'kelas', 'lumayan', 'mudah', 'kerja']",undip luncurin platform digital ngebantu dosen terapin obe kelas lumayan mudah kerja
obe itu bagus sekali soalnya mahasiswa jadi tau dari awal skill apa yang bakalan mereka kuasai setelah lulus,"['obe', 'bagus', 'mahasiswa', 'tau', 'skill', 'kuasa', 'lulus']",obe bagus mahasiswa tau skill kuasa lulus
pendidikan berbasis hasil itu bagus di teori tapi prakteknya di indonesia gimana infrastruktur saja masih kurang,"['didik', 'basis', 'hasil', 'bagus', 'teori', 'praktek', 'indonesia', 'gimana', 'infrastruktur']",didik basis hasil bagus teori praktek indonesia gimana infrastruktur
percuma nerapin obe kalau dosendosennya masih pakai metode ngajar tahun 90an powerpoint saja terus suruh hafalin,"['nerapin', 'obe', 'dosendosennya', 'pakai', 'metode', 'ngajar', '90an', 'powerpoint', 'suruh', 'hafalin']",nerapin obe dosendosennya pakai metode ngajar 90an powerpoint suruh hafalin
menurut pengalaman saya ngajar pakai metode obe mahasiswa jadi lebih kritis dan berani ngasih pendapat di kelas,"['alam', 'ngajar', 'pakai', 'metode', 'obe', 'mahasiswa', 'kritis', 'berani', 'ngasih', 'dapat', 'kelas']",alam ngajar pakai metode obe mahasiswa kritis berani ngasih dapat kelas
webinar gratis tentang implementasi obe untuk guru sd besok jam 2 siang join yuk link pendaftaran di bio,"['webinar', 'gratis', 'implementasi', 'obe', 'guru', 'sd', 'besok', 'jam', '2', 'siang', 'join', 'yuk', 'link', 'daftar', 'bio']",webinar gratis implementasi obe guru sd besok jam 2 siang join yuk link daftar bio
kampus saya sudah 2 tahun implementasi obe masih banyak dosen yang bingung cara penilaiannya gimana,"['kampus', '2', 'implementasi', 'obe', 'dosen', 'bingung', 'nilai', 'gimana']",kampus 2 implementasi obe dosen bingung nilai gimana
kurikulum obe ini sebenernya cocok untuk generasi sekarang yang butuh tau manfaat nyata dari apa yang mereka pelajari,"['kurikulum', 'obe', 'sebenernya', 'cocok', 'generasi', 'butuh', 'tau', 'manfaat', 'nyata', 'ajar']",kurikulum obe sebenernya cocok generasi butuh tau manfaat nyata ajar
